hsaID,geneID,Gene,Pathway
hsa04390,7042,TGFB2,Hippo signaling pathway
hsa04390,353500,BMP8A,Hippo signaling pathway
hsa04390,7481,WNT11,Hippo signaling pathway
hsa04390,652,BMP4,Hippo signaling pathway
hsa04390,3398,ID2,Hippo signaling pathway
hsa04390,7471,WNT1,Hippo signaling pathway
hsa04390,81029,WNT5B,Hippo signaling pathway
hsa04390,1740,DLG2,Hippo signaling pathway
hsa04390,7529,YWHAB,Hippo signaling pathway
hsa04390,268,AMH,Hippo signaling pathway
hsa04390,23418,CRB1,Hippo signaling pathway
hsa04390,71,ACTG1,Hippo signaling pathway
hsa04390,4086,SMAD1,Hippo signaling pathway
hsa04390,7531,YWHAE,Hippo signaling pathway
hsa04390,51384,WNT16,Hippo signaling pathway
hsa04390,2736,GLI2,Hippo signaling pathway
hsa04390,5500,PPP1CB,Hippo signaling pathway
hsa04390,5516,PPP2CB,Hippo signaling pathway
hsa04390,655,BMP7,Hippo signaling pathway
hsa04390,10971,YWHAQ,Hippo signaling pathway
hsa04390,7475,WNT6,Hippo signaling pathway
hsa04390,5501,PPP1CC,Hippo signaling pathway
hsa04390,8324,FZD7,Hippo signaling pathway
hsa04390,51176,LEF1,Hippo signaling pathway
hsa04390,7472,WNT2,Hippo signaling pathway
hsa04390,1490,CCN2,Hippo signaling pathway
hsa04390,7855,FZD5,Hippo signaling pathway
hsa04390,8326,FZD9,Hippo signaling pathway
hsa04390,653,BMP5,Hippo signaling pathway
hsa04390,2246,FGF1,Hippo signaling pathway
hsa04390,7476,WNT7A,Hippo signaling pathway
hsa04390,4089,SMAD4,Hippo signaling pathway
hsa04390,7479,WNT8B,Hippo signaling pathway
hsa04392,79633,FAT4,Hippo signaling pathway - multiple species
hsa04392,8642,DCHS1,Hippo signaling pathway - multiple species
hsa04392,54798,DCHS2,Hippo signaling pathway - multiple species
hsa04510,3679,ITGA7,Focal adhesion
hsa04510,3678,ITGA5,Focal adhesion
hsa04510,71,ACTG1,Focal adhesion
hsa04510,10627,MYL12A,Focal adhesion
hsa04510,3672,ITGA1,Focal adhesion
hsa04510,4633,MYL2,Focal adhesion
hsa04510,3381,IBSP,Focal adhesion
hsa04510,5154,PDGFA,Focal adhesion
hsa04510,10398,MYL9,Focal adhesion
hsa04510,1297,COL9A1,Focal adhesion
hsa04510,103910,MYL12B,Focal adhesion
hsa04510,1311,COMP,Focal adhesion
hsa04510,8515,ITGA10,Focal adhesion
hsa04510,3725,JUN,Focal adhesion
hsa04510,3674,ITGA2B,Focal adhesion
hsa04510,5501,PPP1CC,Focal adhesion
hsa04510,1956,EGFR,Focal adhesion
hsa04510,7058,THBS2,Focal adhesion
hsa04510,3680,ITGA9,Focal adhesion
hsa04510,4638,MYLK,Focal adhesion
hsa04510,1298,COL9A2,Focal adhesion
hsa04510,3695,ITGB7,Focal adhesion
hsa04510,394,ARHGAP5,Focal adhesion
hsa04510,7410,VAV2,Focal adhesion
hsa04510,3082,HGF,Focal adhesion
hsa04510,80310,PDGFD,Focal adhesion
hsa04510,2321,FLT1,Focal adhesion
hsa04510,2324,FLT4,Focal adhesion
hsa04510,8516,ITGA8,Focal adhesion
hsa04510,5500,PPP1CB,Focal adhesion
hsa04510,387,RHOA,Focal adhesion
hsa04510,3791,KDR,Focal adhesion
hsa04510,5155,PDGFB,Focal adhesion
hsa04510,857,CAV1,Focal adhesion
hsa04510,93408,MYL10,Focal adhesion
hsa04510,7060,THBS4,Focal adhesion
hsa04510,3690,ITGB3,Focal adhesion
hsa04510,63923,TNN,Focal adhesion
hsa04510,83660,TLN2,Focal adhesion
hsa04510,5159,PDGFRB,Focal adhesion
hsa04510,58498,MYL7,Focal adhesion
hsa04510,60,ACTB,Focal adhesion
hsa04510,5156,PDGFRA,Focal adhesion
hsa04510,3479,IGF1,Focal adhesion
hsa04510,7143,TNR,Focal adhesion
hsa04510,1299,COL9A3,Focal adhesion
hsa04510,3480,IGF1R,Focal adhesion
hsa04510,859,CAV3,Focal adhesion
hsa04512,51206,GP6,ECM-receptor interaction
hsa04512,1834,DSPP,ECM-receptor interaction
hsa04512,3678,ITGA5,ECM-receptor interaction
hsa04512,3161,HMMR,ECM-receptor interaction
hsa04512,7143,TNR,ECM-receptor interaction
hsa04512,3680,ITGA9,ECM-receptor interaction
hsa04512,8515,ITGA10,ECM-receptor interaction
hsa04512,3679,ITGA7,ECM-receptor interaction
hsa04512,3690,ITGB3,ECM-receptor interaction
hsa04512,63923,TNN,ECM-receptor interaction
hsa04512,3381,IBSP,ECM-receptor interaction
hsa04512,8516,ITGA8,ECM-receptor interaction
hsa04512,2811,GP1BA,ECM-receptor interaction
hsa04512,1298,COL9A2,ECM-receptor interaction
hsa04512,7060,THBS4,ECM-receptor interaction
hsa04512,948,CD36,ECM-receptor interaction
hsa04512,3695,ITGB7,ECM-receptor interaction
hsa04512,1297,COL9A1,ECM-receptor interaction
hsa04512,7058,THBS2,ECM-receptor interaction
hsa04512,1299,COL9A3,ECM-receptor interaction
hsa04512,1758,DMP1,ECM-receptor interaction
hsa04512,3674,ITGA2B,ECM-receptor interaction
hsa04512,3672,ITGA1,ECM-receptor interaction
hsa04512,2815,GP9,ECM-receptor interaction
hsa04512,1311,COMP,ECM-receptor interaction
hsa04512,2814,GP5,ECM-receptor interaction
hsa04512,80144,FRAS1,ECM-receptor interaction
hsa04512,56955,MEPE,ECM-receptor interaction
hsa04514,3117,HLA-DQA1,Cell adhesion molecules
hsa04514,26047,CNTNAP2,Cell adhesion molecules
hsa04514,9074,CLDN6,Cell adhesion molecules
hsa04514,3113,HLA-DPA1,Cell adhesion molecules
hsa04514,6900,CNTN2,Cell adhesion molecules
hsa04514,23114,NFASC,Cell adhesion molecules
hsa04514,7122,CLDN5,Cell adhesion molecules
hsa04514,4685,NCAM2,Cell adhesion molecules
hsa04514,3122,HLA-DRA,Cell adhesion molecules
hsa04514,958,CD40,Cell adhesion molecules
hsa04514,1272,CNTN1,Cell adhesion molecules
hsa04514,83700,JAM3,Cell adhesion molecules
hsa04514,23308,ICOSLG,Cell adhesion molecules
hsa04514,3680,ITGA9,Cell adhesion molecules
hsa04514,942,CD86,Cell adhesion molecules
hsa04514,940,CD28,Cell adhesion molecules
hsa04514,3115,HLA-DPB1,Cell adhesion molecules
hsa04514,926,CD8B,Cell adhesion molecules
hsa04514,920,CD4,Cell adhesion molecules
hsa04514,959,CD40LG,Cell adhesion molecules
hsa04514,8516,ITGA8,Cell adhesion molecules
hsa04514,10666,CD226,Cell adhesion molecules
hsa04514,3695,ITGB7,Cell adhesion molecules
hsa04514,941,CD80,Cell adhesion molecules
hsa04514,1003,CDH5,Cell adhesion molecules
hsa04514,4359,MPZ,Cell adhesion molecules
hsa04514,24146,CLDN15,Cell adhesion molecules
hsa04514,933,CD22,Cell adhesion molecules
hsa04514,3684,ITGAM,Cell adhesion molecules
hsa04514,5010,CLDN11,Cell adhesion molecules
hsa04514,51208,CLDN18,Cell adhesion molecules
hsa04514,923,CD6,Cell adhesion molecules
hsa04514,925,CD8A,Cell adhesion molecules
hsa04514,29851,ICOS,Cell adhesion molecules
hsa04514,3112,HLA-DOB,Cell adhesion molecules
hsa04514,23705,CADM1,Cell adhesion molecules
hsa04514,8506,CNTNAP1,Cell adhesion molecules
hsa04514,3135,HLA-G,Cell adhesion molecules
hsa04514,1013,CDH15,Cell adhesion molecules
hsa04514,58494,JAM2,Cell adhesion molecules
hsa04514,1000,CDH2,Cell adhesion molecules
hsa04514,1002,CDH4,Cell adhesion molecules
hsa04514,914,CD2,Cell adhesion molecules
hsa04514,23562,CLDN14,Cell adhesion molecules
hsa04514,947,CD34,Cell adhesion molecules
hsa04514,7412,VCAM1,Cell adhesion molecules
hsa04514,57863,CADM3,Cell adhesion molecules
hsa04514,4684,NCAM1,Cell adhesion molecules
hsa04514,3119,HLA-DQB1,Cell adhesion molecules
hsa04517,10666,CD226,IgSF CAM signaling
hsa04517,10398,MYL9,IgSF CAM signaling
hsa04517,3684,ITGAM,IgSF CAM signaling
hsa04517,942,CD86,IgSF CAM signaling
hsa04517,4685,NCAM2,IgSF CAM signaling
hsa04517,941,CD80,IgSF CAM signaling
hsa04517,4359,MPZ,IgSF CAM signaling
hsa04517,7846,TUBA1A,IgSF CAM signaling
hsa04517,8499,PPFIA2,IgSF CAM signaling
hsa04517,4637,MYL6,IgSF CAM signaling
hsa04517,8497,PPFIA4,IgSF CAM signaling
hsa04517,10109,ARPC2,IgSF CAM signaling
hsa04517,8655,DYNLL1,IgSF CAM signaling
hsa04517,3678,ITGA5,IgSF CAM signaling
hsa04517,203068,TUBB,IgSF CAM signaling
hsa04517,26047,CNTNAP2,IgSF CAM signaling
hsa04517,3737,KCNA2,IgSF CAM signaling
hsa04517,2244,FGB,IgSF CAM signaling
hsa04517,10627,MYL12A,IgSF CAM signaling
hsa04517,103910,MYL12B,IgSF CAM signaling
hsa04517,78999,LRFN4,IgSF CAM signaling
hsa04517,5600,MAPK11,IgSF CAM signaling
hsa04517,4629,MYH11,IgSF CAM signaling
hsa04517,23114,NFASC,IgSF CAM signaling
hsa04517,3690,ITGB3,IgSF CAM signaling
hsa04517,3739,KCNA4,IgSF CAM signaling
hsa04517,3736,KCNA1,IgSF CAM signaling
hsa04517,10094,ARPC3,IgSF CAM signaling
hsa04517,23705,CADM1,IgSF CAM signaling
hsa04517,4133,MAP2,IgSF CAM signaling
hsa04517,5336,PLCG2,IgSF CAM signaling
hsa04517,199731,CADM4,IgSF CAM signaling
hsa04517,11141,IL1RAPL1,IgSF CAM signaling
hsa04517,23426,GRIP1,IgSF CAM signaling
hsa04517,3786,KCNQ3,IgSF CAM signaling
hsa04517,56253,CRTAM,IgSF CAM signaling
hsa04517,914,CD2,IgSF CAM signaling
hsa04517,7430,EZR,IgSF CAM signaling
hsa04517,57513,CASKIN2,IgSF CAM signaling
hsa04517,9046,DOK2,IgSF CAM signaling
hsa04517,58494,JAM2,IgSF CAM signaling
hsa04517,1630,DCC,IgSF CAM signaling
hsa04517,3785,KCNQ2,IgSF CAM signaling
hsa04517,8506,CNTNAP1,IgSF CAM signaling
hsa04517,8832,CD84,IgSF CAM signaling
hsa04517,30835,CD209,IgSF CAM signaling
hsa04517,60,ACTB,IgSF CAM signaling
hsa04517,71,ACTG1,IgSF CAM signaling
hsa04517,6900,CNTN2,IgSF CAM signaling
hsa04517,2266,FGG,IgSF CAM signaling
hsa04517,1796,DOK1,IgSF CAM signaling
hsa04517,51744,CD244,IgSF CAM signaling
hsa04517,6300,MAPK12,IgSF CAM signaling
hsa04517,10383,TUBB4B,IgSF CAM signaling
hsa04517,387,RHOA,IgSF CAM signaling
hsa04517,4638,MYLK,IgSF CAM signaling
hsa04517,80852,GRIP2,IgSF CAM signaling
hsa04517,57863,CADM3,IgSF CAM signaling
hsa04517,8541,PPFIA3,IgSF CAM signaling
hsa04517,7410,VAV2,IgSF CAM signaling
hsa04517,2260,FGFR1,IgSF CAM signaling
hsa04517,1272,CNTN1,IgSF CAM signaling
hsa04517,4356,MPP3,IgSF CAM signaling
hsa04517,26280,IL1RAPL2,IgSF CAM signaling
hsa04517,1000,CDH2,IgSF CAM signaling
hsa04517,3932,LCK,IgSF CAM signaling
hsa04517,3791,KDR,IgSF CAM signaling
hsa04517,83700,JAM3,IgSF CAM signaling
hsa04517,940,CD28,IgSF CAM signaling
hsa04517,4684,NCAM1,IgSF CAM signaling
hsa04517,2243,FGA,IgSF CAM signaling
hsa04517,55243,KIRREL1,IgSF CAM signaling
hsa04520,4089,SMAD4,Adherens junction
hsa04520,58498,MYL7,Adherens junction
hsa04520,57493,HEG1,Adherens junction
hsa04520,3480,IGF1R,Adherens junction
hsa04520,103910,MYL12B,Adherens junction
hsa04520,10398,MYL9,Adherens junction
hsa04520,2260,FGFR1,Adherens junction
hsa04520,60,ACTB,Adherens junction
hsa04520,64750,SMURF2,Adherens junction
hsa04520,10627,MYL12A,Adherens junction
hsa04520,1003,CDH5,Adherens junction
hsa04520,51176,LEF1,Adherens junction
hsa04520,93408,MYL10,Adherens junction
hsa04520,4633,MYL2,Adherens junction
hsa04520,71,ACTG1,Adherens junction
hsa04520,1956,EGFR,Adherens junction
hsa04520,387,RHOA,Adherens junction
hsa04530,23562,CLDN14,Tight junction
hsa04530,387,RHOA,Tight junction
hsa04530,1740,DLG2,Tight junction
hsa04530,103910,MYL12B,Tight junction
hsa04530,5516,PPP2CB,Tight junction
hsa04530,910,CD1B,Tight junction
hsa04530,58494,JAM2,Tight junction
hsa04530,4629,MYH11,Tight junction
hsa04530,7074,TIAM1,Tight junction
hsa04530,913,CD1E,Tight junction
hsa04530,10398,MYL9,Tight junction
hsa04530,5010,CLDN11,Tight junction
hsa04530,912,CD1D,Tight junction
hsa04530,9074,CLDN6,Tight junction
hsa04530,911,CD1C,Tight junction
hsa04530,909,CD1A,Tight junction
hsa04530,7430,EZR,Tight junction
hsa04530,4637,MYL6,Tight junction
hsa04530,51208,CLDN18,Tight junction
hsa04530,7122,CLDN5,Tight junction
hsa04530,10094,ARPC3,Tight junction
hsa04530,71,ACTG1,Tight junction
hsa04530,7846,TUBA1A,Tight junction
hsa04530,10627,MYL12A,Tight junction
hsa04530,83700,JAM3,Tight junction
hsa04530,8531,YBX3,Tight junction
hsa04530,4633,MYL2,Tight junction
hsa04530,24146,CLDN15,Tight junction
hsa04530,60,ACTB,Tight junction
hsa04530,10109,ARPC2,Tight junction
hsa04530,3725,JUN,Tight junction
hsa04540,5598,MAPK7,Gap junction
hsa04540,203068,TUBB,Gap junction
hsa04540,2911,GRM1,Gap junction
hsa04540,2770,GNAI1,Gap junction
hsa04540,7846,TUBA1A,Gap junction
hsa04540,5154,PDGFA,Gap junction
hsa04540,3358,HTR2C,Gap junction
hsa04540,5155,PDGFB,Gap junction
hsa04540,2697,GJA1,Gap junction
hsa04540,5159,PDGFRB,Gap junction
hsa04540,1956,EGFR,Gap junction
hsa04540,3356,HTR2A,Gap junction
hsa04540,983,CDK1,Gap junction
hsa04540,80310,PDGFD,Gap junction
hsa04540,3357,HTR2B,Gap junction
hsa04540,5156,PDGFRA,Gap junction
hsa04540,1812,DRD1,Gap junction
hsa04540,57369,GJD2,Gap junction
hsa04540,2778,GNAS,Gap junction
hsa04540,10383,TUBB4B,Gap junction
hsa04540,3708,ITPR1,Gap junction
hsa04550,3211,HOXB1,Signaling pathways regulating pluripotency of stem cells
hsa04550,7474,WNT5A,Signaling pathways regulating pluripotency of stem cells
hsa04550,3198,HOXA1,Signaling pathways regulating pluripotency of stem cells
hsa04550,8324,FZD7,Signaling pathways regulating pluripotency of stem cells
hsa04550,3479,IGF1,Signaling pathways regulating pluripotency of stem cells
hsa04550,8326,FZD9,Signaling pathways regulating pluripotency of stem cells
hsa04550,8820,HESX1,Signaling pathways regulating pluripotency of stem cells
hsa04550,4086,SMAD1,Signaling pathways regulating pluripotency of stem cells
hsa04550,3976,LIF,Signaling pathways regulating pluripotency of stem cells
hsa04550,3624,INHBA,Signaling pathways regulating pluripotency of stem cells
hsa04550,7472,WNT2,Signaling pathways regulating pluripotency of stem cells
hsa04550,7476,WNT7A,Signaling pathways regulating pluripotency of stem cells
hsa04550,2263,FGFR2,Signaling pathways regulating pluripotency of stem cells
hsa04550,83729,INHBE,Signaling pathways regulating pluripotency of stem cells
hsa04550,10637,LEFTY1,Signaling pathways regulating pluripotency of stem cells
hsa04550,7482,WNT2B,Signaling pathways regulating pluripotency of stem cells
hsa04550,5600,MAPK11,Signaling pathways regulating pluripotency of stem cells
hsa04550,51384,WNT16,Signaling pathways regulating pluripotency of stem cells
hsa04550,7855,FZD5,Signaling pathways regulating pluripotency of stem cells
hsa04550,7471,WNT1,Signaling pathways regulating pluripotency of stem cells
hsa04550,3625,INHBB,Signaling pathways regulating pluripotency of stem cells
hsa04550,6300,MAPK12,Signaling pathways regulating pluripotency of stem cells
hsa04550,2264,FGFR4,Signaling pathways regulating pluripotency of stem cells
hsa04550,7479,WNT8B,Signaling pathways regulating pluripotency of stem cells
hsa04550,2260,FGFR1,Signaling pathways regulating pluripotency of stem cells
hsa04550,4838,NODAL,Signaling pathways regulating pluripotency of stem cells
hsa04550,652,BMP4,Signaling pathways regulating pluripotency of stem cells
hsa04550,9314,KLF4,Signaling pathways regulating pluripotency of stem cells
hsa04550,9421,HAND1,Signaling pathways regulating pluripotency of stem cells
hsa04550,4617,MYF5,Signaling pathways regulating pluripotency of stem cells
hsa04550,81029,WNT5B,Signaling pathways regulating pluripotency of stem cells
hsa04550,79923,NANOG,Signaling pathways regulating pluripotency of stem cells
hsa04550,4089,SMAD4,Signaling pathways regulating pluripotency of stem cells
hsa04550,7475,WNT6,Signaling pathways regulating pluripotency of stem cells
hsa04550,3480,IGF1R,Signaling pathways regulating pluripotency of stem cells
hsa04550,3626,INHBC,Signaling pathways regulating pluripotency of stem cells
hsa04550,3231,HOXD1,Signaling pathways regulating pluripotency of stem cells
hsa04550,3398,ID2,Signaling pathways regulating pluripotency of stem cells
hsa04550,7481,WNT11,Signaling pathways regulating pluripotency of stem cells
hsa04550,7480,WNT10B,Signaling pathways regulating pluripotency of stem cells
hsa04550,7473,WNT3,Signaling pathways regulating pluripotency of stem cells
hsa04550,64211,LHX5,Signaling pathways regulating pluripotency of stem cells
hsa04550,1852,DUSP9,Signaling pathways regulating pluripotency of stem cells
hsa04550,7044,LEFTY2,Signaling pathways regulating pluripotency of stem cells
hsa04550,3718,JAK3,Signaling pathways regulating pluripotency of stem cells
hsa04610,2153,F5,Complement and coagulation cascades
hsa04610,3827,KNG1,Complement and coagulation cascades
hsa04610,3684,ITGAM,Complement and coagulation cascades
hsa04610,716,C1S,Complement and coagulation cascades
hsa04610,717,C2,Complement and coagulation cascades
hsa04610,2147,F2,Complement and coagulation cascades
hsa04610,1361,CPB2,Complement and coagulation cascades
hsa04610,2266,FGG,Complement and coagulation cascades
hsa04610,2161,F12,Complement and coagulation cascades
hsa04610,729,C6,Complement and coagulation cascades
hsa04610,2151,F2RL2,Complement and coagulation cascades
hsa04610,1378,CR1,Complement and coagulation cascades
hsa04610,4153,MBL2,Complement and coagulation cascades
hsa04610,730,C7,Complement and coagulation cascades
hsa04610,718,C3,Complement and coagulation cascades
hsa04610,5648,MASP1,Complement and coagulation cascades
hsa04610,7035,TFPI,Complement and coagulation cascades
hsa04610,2244,FGB,Complement and coagulation cascades
hsa04610,2157,F8,Complement and coagulation cascades
hsa04610,731,C8A,Complement and coagulation cascades
hsa04610,732,C8B,Complement and coagulation cascades
hsa04610,2165,F13B,Complement and coagulation cascades
hsa04610,2158,F9,Complement and coagulation cascades
hsa04610,722,C4BPA,Complement and coagulation cascades
hsa04610,11326,VSIG4,Complement and coagulation cascades
hsa04610,2155,F7,Complement and coagulation cascades
hsa04610,735,C9,Complement and coagulation cascades
hsa04610,10747,MASP2,Complement and coagulation cascades
hsa04610,727,C5,Complement and coagulation cascades
hsa04610,2162,F13A1,Complement and coagulation cascades
hsa04610,2243,FGA,Complement and coagulation cascades
hsa04610,2159,F10,Complement and coagulation cascades
hsa04610,1191,CLU,Complement and coagulation cascades
hsa04610,2160,F11,Complement and coagulation cascades
hsa04610,9002,F2RL3,Complement and coagulation cascades
hsa04610,733,C8G,Complement and coagulation cascades
hsa04611,51206,GP6,Platelet activation
hsa04611,6300,MAPK12,Platelet activation
hsa04611,2778,GNAS,Platelet activation
hsa04611,5600,MAPK11,Platelet activation
hsa04611,5500,PPP1CB,Platelet activation
hsa04611,2811,GP1BA,Platelet activation
hsa04611,60,ACTB,Platelet activation
hsa04611,2243,FGA,Platelet activation
hsa04611,71,ACTG1,Platelet activation
hsa04611,2244,FGB,Platelet activation
hsa04611,103910,MYL12B,Platelet activation
hsa04611,3690,ITGB3,Platelet activation
hsa04611,5336,PLCG2,Platelet activation
hsa04611,2815,GP9,Platelet activation
hsa04611,3674,ITGA2B,Platelet activation
hsa04611,2770,GNAI1,Platelet activation
hsa04611,2147,F2,Platelet activation
hsa04611,2266,FGG,Platelet activation
hsa04611,9002,F2RL3,Platelet activation
hsa04611,4638,MYLK,Platelet activation
hsa04611,387,RHOA,Platelet activation
hsa04611,2814,GP5,Platelet activation
hsa04611,3708,ITPR1,Platelet activation
hsa04611,10627,MYL12A,Platelet activation
hsa04611,83660,TLN2,Platelet activation
hsa04611,5501,PPP1CC,Platelet activation
hsa04612,920,CD4,Antigen processing and presentation
hsa04612,115653,KIR3DL3,Antigen processing and presentation
hsa04612,3122,HLA-DRA,Antigen processing and presentation
hsa04612,7124,TNF,Antigen processing and presentation
hsa04612,3305,HSPA1L,Antigen processing and presentation
hsa04612,3804,KIR2DL3,Antigen processing and presentation
hsa04612,3119,HLA-DQB1,Antigen processing and presentation
hsa04612,3320,HSP90AA1,Antigen processing and presentation
hsa04612,3117,HLA-DQA1,Antigen processing and presentation
hsa04612,3115,HLA-DPB1,Antigen processing and presentation
hsa04612,1520,CTSS,Antigen processing and presentation
hsa04612,10437,IFI30,Antigen processing and presentation
hsa04612,3309,HSPA5,Antigen processing and presentation
hsa04612,3458,IFNG,Antigen processing and presentation
hsa04612,925,CD8A,Antigen processing and presentation
hsa04612,3113,HLA-DPA1,Antigen processing and presentation
hsa04612,3112,HLA-DOB,Antigen processing and presentation
hsa04612,3135,HLA-G,Antigen processing and presentation
hsa04612,926,CD8B,Antigen processing and presentation
hsa04612,3326,HSP90AB1,Antigen processing and presentation
hsa04612,3805,KIR2DL4,Antigen processing and presentation
hsa04612,3811,KIR3DL1,Antigen processing and presentation
hsa04612,3310,HSPA6,Antigen processing and presentation
hsa04613,8348,H2BC17,Neutrophil extracellular trap formation
hsa04613,292,SLC25A5,Neutrophil extracellular trap formation
hsa04613,718,C3,Neutrophil extracellular trap formation
hsa04613,8970,H2BC11,Neutrophil extracellular trap formation
hsa04613,8336,H2AC17,Neutrophil extracellular trap formation
hsa04613,8290,H3-4,Neutrophil extracellular trap formation
hsa04613,4689,NCF4,Neutrophil extracellular trap formation
hsa04613,3674,ITGA2B,Neutrophil extracellular trap formation
hsa04613,1378,CR1,Neutrophil extracellular trap formation
hsa04613,8342,H2BC14,Neutrophil extracellular trap formation
hsa04613,2209,FCGR1A,Neutrophil extracellular trap formation
hsa04613,2811,GP1BA,Neutrophil extracellular trap formation
hsa04613,8345,H2BC9,Neutrophil extracellular trap formation
hsa04613,8357,H3C10,Neutrophil extracellular trap formation
hsa04613,2243,FGA,Neutrophil extracellular trap formation
hsa04613,2266,FGG,Neutrophil extracellular trap formation
hsa04613,1183,CLCN4,Neutrophil extracellular trap formation
hsa04613,6300,MAPK12,Neutrophil extracellular trap formation
hsa04613,8340,H2BC13,Neutrophil extracellular trap formation
hsa04613,8335,H2AC4,Neutrophil extracellular trap formation
hsa04613,8369,H4C7,Neutrophil extracellular trap formation
hsa04613,5600,MAPK11,Neutrophil extracellular trap formation
hsa04613,2244,FGB,Neutrophil extracellular trap formation
hsa04613,60,ACTB,Neutrophil extracellular trap formation
hsa04613,3690,ITGB3,Neutrophil extracellular trap formation
hsa04613,10014,HDAC5,Neutrophil extracellular trap formation
